"property_type","state_name","surface_covered_in_m2","rooms","price"
"1","16",125,1,1170000
"1","16",85,3,372318
"1","16",64,2,240000
"1","10",55,2,116000
"2","16",250,3,450000
"1","16",57,2,375000
"3","16",130,3,430000
"2","16",139,3,530000
"1","16",39,2,245000
"1","16",67,1,350000
"1","2",110,1,684567
"1","16",50,1,175000
"2","16",117,1,362000
"1","16",50,1,318000
"2","16",136,1,570000
"1","16",132,2,650000
"2","16",397,2,1100000
"1","16",56,1,1100000
"2","16",180,1,800000
"1","16",69,1,340000
"1","3",63,1,230000
"1","8",101,1,610000
"1","13",69,9,525000
"2","16",50,1,180000
"2","16",150,2,950000
"1","16",72,2,478900
"1","16",107,1,670000
"2","16",606,4,1495000
"1","16",73,1,295000
"1","16",65,1,275000
"2","16",160,2,560000
"1","16",63,1,320000
"1","12",57,2,370000
"3","16",85,2,210000
"1","16",92,2,360000
"1","16",35,1,165000
"1","16",84,2,352504
"1","16",58,1,225000
"1","16",120,1,870990
"2","13",79,1,270000
"1","16",65,1,365000
"2","16",150,1,430000
"1","5",80,1,550000
"1","23",71,2,239499
"1","8",97,8,1100000
"1","13",350,3,2600000
"2","16",110,2,550000
"2","16",180,1,680000
"2","16",161,1,850000
"1","16",70,1,870000
"1","16",110,1,329000
"1","16",57,1,145000
"1","16",72,2,628350
"1","16",69,1,350000
"1","8",190,2,1200000
"2","16",49,1,171000
"1","16",167,1,1300000
"1","16",46,2,1277000
"1","16",94,2,1100000
"1","6",103,1,450000
"2","16",143,3,530000
"3","16",125,3,320000
"1","16",70,2,385000
"1","16",76,2,420000
"1","16",52,1,180000
"1","16",38,1,130000
"1","16",45,1,215000
"1","16",166,2,3800000
"2","16",166,3,520000
"2","16",106,1,174900
"2","16",62,1,215000
"2","16",52,1,170000
"1","13",72,1,210000
"2","15",270,2,1950000
"2","16",275,3,1200000
"1","16",94,2,400000
"2","16",190,3,1350000
"1","16",47,2,245000
"2","16",192,7,650000
"1","16",45,1,390353
"1","16",82,1,505000
"2","11",298,3,1257600
"1","15",125,1,456000
"1","13",131,1,800000
"2","16",105,1,434000
"2","16",217,1,1200000
"2","2",125,8,350000
"2","16",440,4,1400000
"2","16",500,1,1800000
"2","16",140,6,365000
"2","16",160,2,650000
"1","16",45,1,205000
"2","16",600,3,1290000
"2","16",165,2,570000
"2","8",198,1,449999
"2","16",147,2,600000
"2","16",80,1,320000
"2","8",143,2,480000
"2","16",144,1,648000
"1","8",140,2,420000
"1","13",58,1,470529
"1","16",44,1,319000
"1","16",66,2,260000
"1","16",83,1,400000
"1","16",107,1,625000
"1","13",74,1,275000
"2","16",160,1,300000
"2","16",120,2,200000
"1","16",50,1,295000
"2","3",145,2,494471
"1","16",204,3,990000
"1","16",56,2,149000
"2","8",120,1,290000
"2","8",114,1,295000
"1","16",83,2,850000
"1","16",73,7,900000
"1","16",125,1,1070000
"1","16",58,6,340000
"1","16",148,2,700000
"2","16",102,1,340000
"2","16",175,2,740000
"2","16",310,1,900000
"1","16",113,2,1300000
"1","16",56,1,365000
"1","16",100,2,540000
"2","13",59,2,429000
"2","16",430,4,2900000
"2","16",140,1,850000
"1","16",128,1,550000
"1","2",75,9,230000
"1","1",52,8,237007
"2","11",92,2,133000
"1","7",96,10,525000
"2","16",55,2,155000
"2","16",70,2,185000
"1","16",59,1,295000
"1","16",50,1,165000
"1","16",133,1,800000
"1","16",75,2,339000
"2","16",155,3,615000
"2","16",830,4,4800000
"2","16",516,2,2000000
"1","4",71,1,310000
"2","8",162,1,310000
"1","16",82,1,378000
"2","16",180,2,770000
"2","16",82,2,400000
"2","16",49,1,190000
"2","16",460,3,3000000
"2","8",249,1,1250000
"2","16",91,1,390000
"1","16",92,2,240000
"2","16",240,3,1700000
"1","8",53,1,219900
"1","16",365,3,4500000
"2","11",90,2,185000
"2","16",430,3,2100000
"2","16",90,1,371000
"3","16",135,2,220000
"2","8",360,1,490000
"1","15",70,1,272670
"2","16",79,2,270000
"1","16",48,1,165000
"3","16",125,2,430000
"2","16",90,2,262000
"3","16",190,5,636000
"1","16",80,2,600000
"2","16",200,3,800000
"1","16",81,2,510000
"2","16",110,1,600000
"1","8",102,1,805000
"1","16",76,2,450000
"1","5",110,1,560000
"2","16",247,1,380000
"1","15",60,1,130000
"1","16",40,1,210000
"1","14",48,1,172440
"1","16",70,1,350000
"1","16",180,1,2320000
"1","16",54,1,200000
"2","16",200,2,549990
"2","16",300,3,1000000
"1","16",73,1,649000
"2","16",184,6,490000
"2","16",247,2,1490000
"2","16",250,2,1170000
"2","11",91,2,409500
"1","16",117,1,1400000
"1","13",62,1,150000
"2","8",95,1,140000
"2","16",419,4,1300000
"1","16",56,1,350000
"1","16",70,1,575000
"1","16",70,3,440000
"1","16",98,1,550000
"2","16",100,1,540000
"2","16",113,1,360000
"2","16",210,2,630000
"2","16",400,4,1800000
"2","16",258,2,950000
"1","8",65,1,448600
"1","16",167,1,1595000
"1","16",100,8,945000
"1","16",74,2,260000
"1","16",61,1,197000
"1","16",45,1,186000
"1","16",123,1,415000
"1","16",167,2,1500000
"2","16",408,2,2500000
"2","2",600,1,3400000
"1","16",85,3,368557
"1","16",62,2,270000
"2","16",300,3,600000
"1","16",110,3,900000
"1","16",163,4,750000
"1","16",79,3,350000
"1","16",40,2,220000
"1","16",70,1,395000
"2","11",138,1,380000
"1","16",88,2,380800
"1","16",80,1,230000
"1","3",118,3,1290000
"1","16",70,7,580000
"1","16",128,2,780000
"1","16",61,2,292000
"1","16",54,2,180000
"1","13",149,11,790000
"2","16",49,1,171000
"1","16",77,2,655200
"2","16",560,12,2516000
"1","16",73,1,468000
"2","16",420,2,1500000
"1","16",103,2,750000
"1","16",48,1,255000
"1","16",63,2,450000
"1","8",65,1,495000
"1","16",76,1,721000
"2","16",65,1,380000
"1","11",85,2,580000
"2","16",98,1,300000
"2","16",232,2,650000
"1","16",125,2,709000
"2","16",140,3,750000
"1","16",71,2,770000
"2","16",198,1,400000
"1","16",44,1,255000
"2","3",128,2,320000
"1","13",99,2,580000
"2","16",75,2,475000
"2","16",110,8,580000
"4","16",160,3,520000
"2","16",140,2,620000
"3","16",179,2,290000
"1","14",60,2,380000
"1","11",62,2,190000
"2","16",460,4,1600000
"1","16",53,1,300000
"2","16",52,2,185000
"3","16",74,2,220000
"2","16",60,2,198000
"1","16",110,2,1300000
"2","16",900,4,1900000
"2","16",130,2,200000
"1","16",109,3,420000
"4","16",42,12,249000
"2","16",63,1,230000
"1","16",47,1,212800
"1","16",415,3,9800000
"2","16",440,3,1100000
"1","16",92,2,480000
"2","16",100,3,360000
"1","16",85,3,374198
"1","16",93,3,1400000
"1","16",350,3,1020000
"1","16",52,2,77000
"2","11",100,3,280000
"1","15",72,2,139800
"1","16",154,2,690000
"1","16",168,12,990000
"1","16",33,1,245000
"1","16",91,1,690000
"1","16",71,1,529500
"1","10",53,7,185000
"1","8",91,1,550000
"2","16",92,2,1010000
"1","8",60,1,550000
"2","16",600,4,4500000
"1","8",57,1,249000
"2","15",125,2,400000
"2","15",161,1,550000
"1","16",111,2,745000
"1","5",68,1,447700
"1","16",470,5,8500000
"1","16",60,2,450000
"2","16",160,1,320000
"2","16",366,1,1800000
"1","16",54,1,360000
"1","16",260,2,2800000
"2","16",136,1,565000
"1","16",76,2,720000
"2","16",142,3,320000
"1","16",75,1,500000
"1","16",124,1,1160000
"2","16",285,2,600000
"2","16",203,3,766360
"1","16",47,1,225000
"1","6",97,1,340000
"2","12",325,1,600000
"2","16",71,1,355000
"2","16",120,1,500000
"2","16",500,3,3750000
"2","11",48,2,165000
"2","16",205,3,650000
"1","16",56,1,120000
"2","16",385,3,1200000
"2","16",220,2,600000
"2","16",150,1,550000
"1","16",57,2,180000
"1","16",80,2,228000
"2","16",160,2,600000
"2","16",240,1,870000
"1","16",84,1,300000
"1","10",100,2,590000
"1","16",41,1,190000
"1","16",73,1,850000
"1","16",70,1,500000
"1","16",70,1,350000
"1","16",307,4,3910000
"1","16",42,1,290000
"1","16",86,1,310000
"1","5",90,1,290000
"2","16",100,2,400000
"1","16",50,1,190000
"1","8",60,1,620000
"2","14",140,2,270000
"1","16",65,1,265650
"2","16",180,2,560000
"2","16",95,2,320000
"1","16",55,1,180000
"1","16",50,1,237350
"2","16",110,1,420000
"2","16",211,1,1000000
"1","14",47,1,138000
"1","3",46,1,159761
"1","8",69,1,304500
"1","8",58,1,215000
"1","16",87,2,750000
"2","16",300,4,1600000
"1","16",47,1,560002
"1","16",114,2,678000
"1","13",30,1,290000
"2","16",78,1,550000
"1","16",83,2,797000
"1","16",116,1,925000
"1","16",136,2,1060000
"1","16",62,1,395000
"2","15",318,1,1495000
"1","16",170,3,1300000
"1","16",178,2,2000000
"2","16",157,1,475000
"2","16",402,5,1500000
"1","16",245,4,2300000
"2","16",200,3,420000
"1","10",63,1,309000
"1","16",114,1,660000
"1","16",143,2,850000
"1","16",77,1,680000
"2","3",140,1,315000
"2","16",267,3,1250000
"2","16",465,4,1650000
"1","16",58,2,345000
"1","16",69,2,365860
"1","16",40,1,130000
"1","16",148,3,585000
"1","16",50,2,235000
"2","16",250,2,780000
"2","16",330,3,850000
"2","16",250,1,700000
"1","8",80,1,450000
"2","16",150,1,210000
"2","16",270,1,1030000
"1","16",136,8,550000
"1","16",142,2,1350000
"1","16",365,4,3100000
"2","16",176,1,375000
"2","16",248,4,1200000
"1","16",110,1,673500
"1","5",100,1,295000
"4","16",346,2,1200000
"1","16",60,1,350000
"2","16",140,2,450000
"2","16",460,1,1450000
"1","16",49,1,149000
"4","9",30,1,201850
"1","16",79,1,280000
"1","13",115,1,760000
"1","16",210,8,4500000
"2","16",270,3,1800000
"1","16",65,1,395000
"2","16",49,1,171000
"1","13",100,1,850000
"1","16",64,2,225000
"1","16",62,2,420000
"4","16",34,2,250000
"1","16",136,3,1200000
"1","16",181,2,1850000
"2","16",227,1,366100
"2","16",130,1,260000
"1","13",133,3,750000
"1","16",104,2,850000
"1","16",99,1,350000
"1","16",40,1,650000
"2","16",569,4,3200000
"2","16",166,3,750000
"2","16",550,4,2500000
"1","16",69,3,360000
"2","16",74,2,160000
"1","16",58,2,276000
"1","16",71,2,1150000
"2","16",320,3,1200000
"1","15",76,2,250000
"2","8",675,5,4900000
"2","11",130,1,340000
"1","13",110,2,430000
"1","16",97,2,660000
"1","8",100,1,420000
"2","16",75,1,215000
"1","16",67,1,450000
"1","16",92,3,681000
"1","16",44,1,580000
"1","8",77,1,566500
"1","8",111,1,650000
"3","16",70,2,320000
"3","16",140,3,350000
"2","16",350,6,1800000
"1","16",103,1,650000
"1","16",184,3,1015000
"2","16",140,2,850000
"1","16",58,1,235000
"1","16",90,1,645000
"1","8",140,1,1300000
"1","16",62,1,350000
"1","16",60,3,345000
"2","16",230,4,659000
"1","16",50,1,460000
"1","14",40,1,207000
"2","16",93,1,480000
"1","16",50,1,280000
"2","16",122,1,480000
"1","8",82,1,215000
"1","16",59,2,379000
"1","16",73,1,274999
"1","16",175,1,900000
"2","16",110,2,300000
"1","16",70,1,446000
"1","2",50,1,280000
"2","8",396,3,800000
"2","16",141,2,700000
"1","16",44,1,270000
"1","16",52,1,205000
"2","8",102,1,270000
"1","8",164,1,480000
"1","16",90,1,530000
"1","16",120,1,430000
"1","16",128,3,545000
"1","16",64,1,260000
"2","16",180,1,780000
"1","8",177,1,1750000
"1","16",40,1,250000
"1","16",87,1,500000
"2","8",110,1,510000
"1","16",95,2,1120000
"4","16",1067,2,3500000
"1","16",42,1,195000
"2","16",149,1,550000
"2","3",150,2,330000
"2","6",140,1,450000
"1","11",123,3,980000
"1","16",59,3,266500
"2","16",315,2,1530000
"1","16",69,2,194315
"3","16",132,3,380000
"1","8",260,2,600000
"1","16",45,1,235000
"1","8",63,1,390000
"2","16",60,1,130000
"1","16",68,2,290000
"2","16",450,2,1150000
"1","16",64,2,440000
"1","16",120,2,550000
"1","10",77,1,362900
"2","16",297,3,1270000
"1","16",110,1,1155000
"1","16",112,1,795000
"1","16",94,2,570000
"1","16",63,1,460000
"2","16",658,4,1250000
"3","16",600,4,2300000
"2","16",117,1,470000
"1","8",123,12,520000
"2","22",54,2,67500
"2","16",300,3,1390000
"2","16",48,1,179000
"1","16",88,1,450000
"2","16",500,1,1100000
"2","16",135,2,650000
"1","16",46,2,146000
"2","16",350,4,1380000
"1","12",77,2,415000
"1","16",91,1,532000
"2","16",300,4,1500000
"1","16",52,1,159000
"2","16",280,3,340000
"2","15",200,3,680000
"1","16",66,1,260000
"2","16",300,2,980000
"1","15",76,1,500000
"2","16",240,2,650000
"2","8",510,5,2500000
"1","5",70,1,290000
"1","16",125,2,425000
"1","5",56,1,158000
"1","16",70,1,259000
"2","16",216,1,460000
"2","8",688,3,8000000
"1","16",170,2,760000
"1","16",50,1,160000
"1","16",140,1,330000
"1","16",38,1,260000
"1","8",65,1,250000
"1","8",70,1,380000
"4","16",47,1,489649
"1","16",168,3,1300000
"1","16",160,4,1700000
"2","16",440,2,1500000
"1","16",107,1,450000
"1","16",141,3,890000
"1","11",90,2,612000
"1","11",60,2,210000
"1","11",90,3,320000
"2","16",125,1,330000
"2","2",190,2,750000
"2","16",400,4,1550000
"2","16",194,1,780000
"2","15",220,1,750000
"4","3",35,1,220000
"2","2",162,2,550000
"1","16",73,2,520000
"1","16",68,1,399000
"2","16",65,1,300000
"1","16",66,1,360000
"2","16",189,1,865000
"1","16",127,3,1170000
"1","16",70,2,200000
"1","3",44,1,147000
"1","10",33,1,159000
"1","16",131,1,458000
"2","16",460,4,1600000
"2","16",196,2,780000
"1","16",95,2,1100000
"1","16",155,2,1150000
"2","16",127,2,315000
"2","16",540,3,690000
"3","16",320,3,350000
"2","16",180,1,1500000
"2","16",150,2,320000
"1","16",128,1,1035000
"1","16",65,2,390000
"1","16",47,1,250000
"2","16",220,3,800000
"1","16",200,2,954000
"2","14",40,1,158000
"4","16",31,1,315000
"1","5",100,3,540000
"2","16",360,3,1300000
"1","16",265,2,1600000
"1","16",65,1,425000
"1","16",72,1,300000
"2","16",280,2,500000
"2","16",278,2,550000
"4","16",53,1,200000
"2","11",750,3,1750000
"2","16",264,4,970000
"1","16",67,1,275000
"1","16",38,1,215000
"1","16",53,1,570000
"2","16",126,1,980000
"1","16",111,2,980000
"1","16",30,1,450000
"1","16",56,1,273000
"1","16",83,2,700000
"1","10",93,1,556349
"2","16",270,4,800000
"2","16",234,1,690000
"2","16",70,1,249000
"1","16",91,2,470000
"1","16",95,1,380000
"1","16",57,1,300000
"1","16",140,2,795000
"1","16",60,1,790000
"2","16",98,1,420000
"1","5",98,1,409000
"1","16",87,1,780000
"2","16",130,1,650000
"2","16",655,3,1200000
"1","16",55,1,215000
"1","16",56,1,230000
"1","16",62,3,280000
"2","16",80,1,450000
"1","16",48,7,300000
"1","5",68,1,275000
"1","16",96,11,680000
"1","8",96,1,520000
"1","16",86,2,350000
"1","16",119,3,610000
"4","15",38,1,235000
"1","8",60,1,151447
"2","16",160,2,280000
"1","16",114,2,280000
"1","16",24,1,110000
"1","16",55,1,175000
"1","16",120,2,480000
"1","16",159,1,650000
"2","16",126,1,420000
"1","16",67,3,492000
"2","16",250,2,260000
"2","16",381,2,1400000
"2","16",180,2,620000
"1","16",77,1,550000
"2","1",0,5,140000
"1","16",75,2,339000
"1","16",92,8,215000
"1","16",110,3,1380000
"2","16",230,3,860000
"1","16",50,1,162000
"2","16",186,1,495000
"1","16",96,3,560000
"1","13",60,1,190000
"2","3",90,2,250000
"1","16",170,1,1600000
"1","16",79,2,599000
"2","16",177,2,750000
"2","16",191,2,820000
"1","16",40,1,199000
"2","16",170,2,1000000
"2","16",89,2,340000
"1","16",110,2,1000000
"1","16",51,1,330000
"1","16",90,1,904000
"1","16",82,1,750000
"1","16",208,3,995000
"1","16",90,2,360000
"2","16",55,2,155000
"1","15",167,4,2160000
"1","15",88,2,390000
"2","11",340,3,980000
"1","16",44,1,230000
"1","16",254,1,1350000
"1","16",75,1,455000
"1","16",56,1,290000
"1","16",107,1,850000
"1","16",450,4,2500000
"1","16",156,1,950000
"1","16",198,1,1450000
"1","4",52,1,230000
"1","6",56,2,89990
"1","14",39,1,130000
"1","16",50,1,295000
"2","16",450,1,1200000
"1","16",126,1,630000
"1","16",133,1,837000
"1","16",53,1,255000
"2","16",324,2,850000
"1","14",48,1,212000
"1","16",145,2,800000
"4","16",69,1,250000
"3","16",169,3,530000
"2","16",212,1,910000
"2","16",129,1,635000
"1","16",80,1,532000
"1","16",67,2,320000
"2","16",200,2,550000
"1","16",73,1,265000
"2","16",196,3,650000
"2","13",78,2,153000
"2","16",230,1,1200000
"2","16",173,2,600000
"1","16",59,1,245000
"2","16",197,2,685000
"2","16",146,1,580000
"1","16",56,1,360000
"1","16",165,1,800000
"1","16",98,1,500000
"4","16",32,1,220000
"1","16",62,1,305000
"1","16",49,1,260000
"2","16",77,1,385000
"2","16",237,1,400000
"1","16",65,1,340000
"1","16",61,2,220000
"1","16",65,1,460000
"2","16",75,1,320000
"1","16",69,2,285000
"2","15",504,8,2500000
"1","16",70,2,430000
"1","16",78,1,220000
"1","16",157,2,1170000
"2","16",111,1,479000
"2","16",248,2,750000
"2","16",257,2,580000
"1","16",46,1,279000
"1","16",75,1,355000
"1","16",77,1,442000
"1","16",73,1,411500
"1","16",138,1,680000
"1","16",50,1,195000
"2","13",340,4,2400000
"1","13",170,3,779000
"2","13",165,1,1000000
"1","15",57,1,165000
"1","15",95,3,380000
"1","15",90,2,420000
"2","16",257,3,750000
"2","16",716,2,1600000
"2","16",280,2,1050000
"2","16",380,2,1300000
"1","16",54,1,255000
"1","16",110,2,325000
"2","16",143,2,535000
"1","16",107,1,425000
"1","16",91,1,332000
"2","16",102,1,400000
"1","16",133,1,720000
"2","16",148,2,460000
"1","16",122,2,598000
"2","16",59,1,297000
"2","15",190,3,750000
"2","16",150,1,220000
"2","16",428,3,650000
"1","16",50,1,290000
"1","16",67,1,315000
"1","16",66,2,425000
"1","16",74,2,498000
"1","16",60,2,270000
"1","5",60,1,365000
"1","5",40,1,270000
"4","5",37,1,200000
"1","14",52,1,339000
"1","14",45,1,195000
"2","13",400,5,900000
"1","13",80,2,309000
"2","13",206,1,380000
"1","15",220,2,2500000
"1","15",192,2,3140000
"1","15",221,3,4034000
"1","15",73,2,480000
"1","15",52,2,280000
"1","15",77,2,460000
"1","16",96,1,330000
"2","16",95,1,469000
"2","16",144,1,500000
"2","16",115,1,280000
"1","16",63,2,310000
"2","16",160,1,700000
"4","16",38,1,208290
"1","16",112,1,510000
"1","16",122,1,1100000
"1","16",70,1,300000
"1","16",63,1,200000
"2","16",463,3,6500000
"2","16",280,1,1500000
"1","16",93,2,450000
"4","14",356,4,1890000
"1","16",70,1,280000
"2","16",70,2,350000
"1","16",82,2,509000
"2","16",330,2,1600000
"1","16",52,1,345000
"2","16",148,1,650000
"1","16",48,1,250000
"2","16",290,2,1900000
"2","16",360,2,850000
"2","16",65,1,420000
"2","16",110,1,390000
"1","16",58,1,518620
"2","16",156,1,235000
"2","8",220,1,510000
"1","8",100,1,570000
"1","8",50,1,205000
"1","16",60,1,217000
"1","10",0,18,1599000
"2","16",112,1,290000
"1","16",70,2,430000
"1","16",67,1,290000
"2","16",130,2,470000
"1","16",47,1,335000
"1","16",50,1,230000
"1","16",41,1,210000
"1","16",50,1,279000
"1","16",82,1,495000
"1","16",92,3,420000
"2","16",225,1,650000
"2","16",121,1,440000
"1","16",50,1,287700
"1","16",73,2,415000
"1","16",47,1,230000
"1","16",60,1,295000
"1","16",42,2,235000
"2","16",92,1,530000
"1","16",73,1,325000
"1","16",76,3,330000
"1","16",65,1,289000
"1","16",47,1,199400
"1","16",36,2,215000
"2","16",97,1,450000
"1","13",410,23,7900000
"2","13",262,15,1900000
"2","16",137,2,380000
"1","16",58,2,350000
"2","16",350,3,1300000
"1","16",70,4,295000
"2","16",65,1,210000
"1","16",70,6,279900
"1","16",72,2,360000
"3","16",495,3,1065000
"1","14",132,3,990000
"1","16",62,1,350000
"1","16",63,2,255000
"4","16",37,1,320000
"2","16",298,3,1400000
"1","13",390,3,5200000
"1","13",130,2,975000
"1","13",27,1,780000
"1","13",170,3,1800000
"4","13",100,4,1400000
"2","16",123,1,750000
"1","16",45,1,260000
"4","16",52,1,230000
"2","16",79,2,370000
"1","9",138,2,720000
"2","16",187,2,490000
"2","16",430,3,2100000
"2","16",200,3,750000
"2","16",150,1,585000
"1","16",62,2,410000
"1","16",79,2,369203
"2","16",150,2,750000
"2","16",91,1,430000
"2","16",365,2,890000
"2","16",111,1,493000
"1","16",83,2,185000
"2","16",100,2,750000
"2","16",190,4,850000
"1","16",57,2,300000
"2","16",280,2,690000
"1","16",56,3,371000
"1","16",90,3,520000
"1","8",56,1,110000
"1","8",49,1,155000
"1","8",62,1,189000
"2","8",110,1,115000
"1","8",49,1,200000
"1","16",140,3,900000
"1","16",50,2,320000
"1","8",115,1,700000
"1","8",254,1,1291900
"1","13",82,1,350000
"1","16",67,1,280000
"1","16",78,2,595000
"2","16",270,2,1400000
"1","16",56,2,218000
"4","16",210,7,1000000
"1","16",100,2,780000
"2","16",164,2,720000
"1","10",120,2,616534
"2","16",97,1,550000
"2","16",48,1,300000
"1","11",57,1,179000
"2","16",350,1,550000
"1","16",64,1,425000
"1","8",60,1,350000
"1","13",110,1,970000
"1","12",48,2,170000
"2","16",300,3,720000
"1","16",79,2,350000
"1","16",160,3,795000
"1","16",70,1,510000
"1","16",146,3,650000
"1","16",48,2,145000
"2","16",335,4,1700000
"2","16",450,4,2400000
"2","16",180,3,1850000
"2","16",264,3,980000
"2","16",300,4,950000
"2","16",335,4,1300000
"2","16",311,4,1200000
"2","16",172,2,700000
"2","16",240,3,795000
"2","16",200,3,950000
"2","16",70,2,290000
"2","16",120,3,600000
"2","16",130,3,575000
"2","16",69,1,118000
"2","16",150,2,700000
"2","16",110,2,500000
"1","16",57,1,388620
"1","16",127,1,770000
"2","16",149,1,350000
"2","8",115,1,320000
"2","16",77,1,215000
"2","16",180,3,390000
"1","16",150,3,480000
"1","16",107,2,610356
"1","16",90,1,470000
"2","16",110,2,477000
"2","16",555,1,2700000
"2","16",198,2,1150000
"2","16",200,2,535000
"2","16",650,2,2499000
"2","16",62,1,215000
"1","13",89,1,1470200
"1","13",45,1,630000
"1","13",98,2,1200000
"2","16",161,4,620000
"1","16",80,2,600000
"1","16",50,2,390000
"1","16",56,1,335000
"1","16",47,1,640000
"2","16",75,1,490000
"1","20",298,3,850000
"2","13",400,4,2980000
"1","16",69,2,450000
"1","16",98,1,780000
"1","16",250,3,2401000
"1","16",160,1,2200000
"2","16",142,1,499000
"1","16",492,2,5900000
"2","16",250,3,1800000
"2","16",514,4,750000
"2","16",60,1,245000
"2","16",200,2,550000
"2","16",90,1,250000
"2","11",360,3,558000
"2","8",360,2,430000
"1","8",82,1,185000
"2","16",180,2,500000
"1","16",62,1,265000
"1","2",108,2,650000
"1","16",48,1,140000
"1","2",70,1,380000
"1","16",85,2,350000
"1","16",50,1,210000
"1","16",235,1,1460000
"1","16",43,1,160000
"1","16",78,1,470000
"1","16",62,2,596000
"1","16",51,1,580000
"2","16",61,1,169000
"1","16",115,1,700000
"1","16",116,2,800000
"2","16",199,1,970000
"1","16",48,1,170000
"1","13",70,1,1200000
"1","16",64,2,380000
"1","16",54,1,240000
"1","16",96,1,650000
"1","10",171,11,550000
"1","8",96,1,530000
"1","16",49,1,229900
"2","16",93,1,595000
"1","16",104,1,706000
"1","16",105,1,1315625
"2","16",260,4,910000
"1","14",80,1,470000
"2","16",750,3,900000
"1","3",69,2,520000
"2","11",190,2,349900
"1","16",95,2,400000
"1","13",70,1,490000
"2","16",240,1,1250000
"2","16",397,2,1100000
"2","16",90,1,264999
"2","16",243,3,960000
"1","16",158,2,565000
"1","16",72,2,210000
"2","16",250,2,2150000
"1","16",64,1,488000
"1","16",130,3,590000
"1","16",127,3,680000
"2","16",63,1,255000
"2","16",161,1,470000
"1","16",240,7,1350000
"2","15",150,2,530000
"1","16",137,3,790000
"1","16",85,2,280000
"2","16",277,2,1600000
"1","16",182,1,1500000
"1","16",95,1,1200000
"1","16",123,2,710000
"1","8",90,1,535000
"1","16",82,1,325000
"1","16",125,1,750000
"1","16",51,1,670000
"1","16",329,5,2250000
"2","16",300,3,2150000
"1","16",120,3,500000
"2","16",196,4,780000
"1","16",350,5,630000
"2","15",200,2,235000
"2","16",55,1,150000
"1","16",69,3,378000
"1","3",191,1,700000
"1","9",50,2,145000
"2","3",240,2,650000
"1","3",69,1,363257
"1","16",234,1,850000
"2","13",67,1,200000
"1","8",80,1,440000
"1","8",87,1,545000
"1","13",180,3,2500000
"1","16",56,1,481248
"1","16",54,1,550000
"1","16",100,1,1200000
"1","16",66,1,450000
"1","16",178,2,1548550
"1","16",67,1,480000
"1","16",45,1,450000
"2","16",128,1,600000
"1","16",60,2,405000
"2","16",170,1,565000
"1","16",80,1,330000
"2","16",120,2,360000
"1","16",68,1,540000
"1","16",68,1,380000
"2","16",240,1,600000
"1","13",98,1,1280000
"2","15",100,2,1800000
"1","16",85,2,960000
"1","16",96,3,560000
"2","16",380,3,1050000
"1","16",80,2,634890
"2","3",314,2,1200000
"2","3",187,1,240000
"1","11",94,1,159000
"2","16",532,3,2100000
"2","16",129,1,325000
"2","16",370,3,1500000
"1","16",70,2,210000
"2","16",129,2,530000
"1","16",85,2,353000
"2","16",92,2,390000
"2","16",80,1,230000
"2","16",270,3,960000
"2","16",240,1,1550000
"1","16",45,1,220000
"1","16",100,2,630000
"2","16",361,3,1860000
"2","16",380,4,1500000
"2","16",350,3,1100000
"2","16",570,3,1500000
"2","8",112,2,275000
"2","16",88,2,330000
"2","16",180,4,300000
"2","16",68,2,220000
"1","11",65,2,255000
"1","16",60,1,298000
"1","16",66,1,415000
"2","13",200,7,350000
"2","16",280,3,580000
"2","16",220,2,590000
"1","16",56,2,320000
"1","16",189,4,1190000
"1","16",142,2,850000
"1","16",136,2,1198000
"1","16",134,2,750000
"2","16",150,4,490000
"2","16",177,2,750000
"2","16",220,1,480000
"1","16",133,1,750000
"2","16",68,2,330000
"1","8",82,11,1026206
"1","16",137,2,700000
"2","16",180,1,550000
"2","16",250,3,630000
"1","16",54,1,351978
"1","14",68,1,320000
"2","16",192,1,370000
"2","16",396,3,2800000
"1","16",56,2,1030000
"1","16",0,2,250000
"2","16",150,2,380000
"2","16",200,3,880000
"1","16",100,2,770000
"1","16",70,1,550000
"1","8",100,1,640000
"2","23",56,1,60800
"2","13",132,1,710000
"2","16",136,3,550000
"2","13",170,1,735000
"2","15",132,2,580000
"2","16",87,1,760000
"1","16",73,1,420000
"1","11",53,1,200000
"2","16",210,2,380000
"2","16",100,1,620000
"1","13",42,1,550000
"2","16",258,3,1500000
"2","16",166,3,430000
"2","16",60,1,190000
"2","16",600,3,1600000
"1","16",100,1,530000
"2","16",180,2,310000
"1","16",142,2,900000
"1","16",38,1,289900
"2","16",202,6,671000
"2","16",140,1,450000
"3","16",165,2,570000
"1","13",115,2,760000
"1","16",250,1,1950000
"1","16",50,1,200000
"1","16",50,1,290000
"1","16",147,3,1435000
"2","16",190,1,650000
"2","16",230,2,975000
"1","16",54,1,275000
"1","16",165,3,2260000
"1","16",665,1,8950000
"1","5",107,1,700350
"1","16",84,3,400000
"2","16",61,2,380000
"2","11",160,2,490000
"1","15",66,1,250000
"1","16",104,3,255000
"1","16",86,2,640000
"2","16",58,1,273000
"2","16",250,1,795000
"2","16",206,3,550000
"2","16",165,2,600000
"1","16",108,1,470000
"1","16",55,1,360000
"1","16",113,1,750000
"1","16",60,1,192000
"1","16",40,2,210000
"2","14",40,1,148000
"2","16",250,2,600000
"1","16",48,2,175000
"1","16",56,1,264893
